beian_hao,product_name,strategy_l1,strategy_l2,manager,inception_date,ret_1w,ret_1m,ret_3m,ret_6m,ret_1y,sharpe_1y,calmar_1y,perf_filled_count,source_files,in_database,in_private_fund_info,in_private_fund_info_bfl,has_nav,db_product_name,db_latest_nav,db_latest_nav_date,vendor_nav_points,vendor_latest_nav_date,email_type6_nav_points,email_group_nav_points,email_hy_nav_points,in_fof99_universe,fof99_tracking_status,fof99_policy,fof99_reason,fof99_last_ok_date,fof99_last_log_status,in_team_track
VP248A,守正用奇稳进1号A类,多资产策略,复合策略,广州守正用奇,2022-04-29,+0.18%,+4.49%,-3.47%,-6.79%,-2.72%,-0.5536,-0.2275,7,私募基金 (3).xlsx,Y,Y,N,Y,守正用奇稳进1号A类,2.019300,2026-09-04,242,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
VP401A,中舍明径一号A类,期货策略,量化期货,杭州中舍资管,2022-04-29,-3.38%,+1.24%,-6.95%,+12.15%,+16.93%,0.3797,0.8008,7,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,,N
VQ170C,星汇星月2号C类,期货策略,量化期货,上海思达星汇,2022-05-19,-0.01%,+4.62%,+2.47%,+2.04%,,,,4,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,,N
VQ499C,融升源铭稳健一号C类,多资产策略,复合策略,山东融升,2022-05-13,+0.51%,+1.41%,+1.02%,-1.81%,-0.31%,-0.3594,-0.0472,7,私募基金 (3).xlsx,Y,Y,N,Y,融升源铭稳健一号C类,1.230800,2026-09-04,231,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
VR408A,深高稳进8号A类,多资产策略,宏观策略,深圳深高,2022-10-11,-7.99%,-3.19%,-13.85%,-17.72%,-6.40%,-0.2982,-0.2618,7,私募基金 (3).xlsx,Y,Y,N,Y,深高稳进8号A类,0.989300,2026-09-04,219,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
VS254A,璞真私行汇稳增2号A类,多资产策略,宏观策略,上海璞真,2022-05-27,+0.47%,+4.76%,+1.04%,+1.77%,,,,4,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,,N
VS606B,鑫翰启明复合策略二期B类,期货策略,主观期货,北京鑫翰资管,2022-09-22,-0.34%,-0.93%,+0.96%,-0.59%,+1.54%,-0.0957,0.5196,7,私募基金.xlsx,Y,Y,N,Y,鑫翰启明复合策略二期B类,1.047100,2026-09-04,126,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
VT026A,富礼弘毅一号A类,期货策略,主观期货,海南富礼,2022-06-02,-0.23%,+0.20%,+0.88%,-0.15%,+1.46%,-0.1126,0.4085,7,私募基金.xlsx,Y,Y,N,Y,富礼弘毅一号A类,0.978200,2026-09-04,238,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-21 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
VT640B,时间序列瑞景专享B类,多资产策略,复合策略,上海时间序列,2022-06-23,+0.40%,+2.81%,+3.60%,-2.64%,+6.10%,0.3784,0.4703,7,私募基金 (3).xlsx,Y,Y,N,Y,时间序列瑞景专享B类,1.572200,2026-09-04,132,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
VU000B,银杉中性1号B类,多资产策略,复合策略,浙江银杉资管,2022-06-08,+0.31%,+2.76%,-0.16%,-0.36%,+3.84%,0.4978,1.0587,7,私募基金 (3).xlsx,Y,Y,N,Y,银杉中性1号B类,1.325300,2026-09-04,239,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
VU991A,宣夜至信季添利二号A类,期货策略,量化期货,上海宣夜投资,2022-07-20,+0.02%,+1.59%,-0.59%,+0.05%,+8.21%,1.1574,2.9198,7,私募基金.xlsx,Y,Y,N,Y,宣夜至信季添利二号A类,1.096300,2026-09-04,230,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
VV174A,紫杰满江红1号A类,组合策略,FOF,上海紫杰,2022-06-28,-2.35%,+8.23%,-9.42%,,,,,3,私募基金 (4).xlsx,Y,Y,N,Y,紫杰满江红1号A类,1.156300,2026-09-04,23,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
VV174B,紫杰满江红1号B类,组合策略,FOF,上海紫杰,2022-06-28,-2.37%,+8.23%,-9.58%,-28.59%,,,,4,私募基金 (4).xlsx,Y,Y,N,Y,紫杰满江红1号B类,1.148500,2026-09-04,52,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
VV373B,大墉内生成长B类,期货策略,主观期货,上海大墉资管,2022-06-16,+0.16%,+3.69%,+1.62%,-0.11%,+20.85%,1.6945,3.2719,7,私募基金.xlsx,Y,Y,N,Y,大墉内生成长B类,1.207100,2026-09-04,231,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
VW482A,仙童鼎信平衡型A类,多资产策略,复合策略,天津仙童投资,2022-06-28,+0.04%,+2.17%,-5.83%,-0.21%,+2.24%,0.0172,0.1993,7,私募基金 (3).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,,N
VW498A,睿值成长1号A类,多资产策略,复合策略,上海睿值,2022-06-27,-1.42%,+5.49%,-6.57%,-7.16%,-1.14%,-0.1425,-0.0697,7,私募基金 (3).xlsx,Y,Y,N,Y,睿值成长1号A类,1.055000,2026-09-07,212,2026-09-07,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-24 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-07,ok,N
VX549B,长顺炼金术3号B类,多资产策略,复合策略,新余长顺投资,2022-06-29,-3.77%,-3.82%,-1.75%,-9.46%,+0.06%,-0.0748,0.0035,7,私募基金 (3).xlsx,Y,Y,N,Y,长顺炼金术3号B类,1.685000,2026-09-04,233,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
VX702B,旭冕景健B类,期货策略,主观期货,上海旭冕投资,2022-07-05,-5.81%,+2.65%,-17.45%,-22.78%,-6.33%,-0.3742,-0.2514,7,私募基金.xlsx,Y,Y,N,Y,旭冕景健B类,0.781100,2026-09-04,230,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-21 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
VY870C,锦熙翊昇多策略精选C类,多资产策略,复合策略,无锡锦熙投资,2022-07-25,+0.16%,+1.53%,+1.04%,+2.04%,+3.70%,0.6912,4.0284,7,私募基金 (3).xlsx,Y,Y,N,Y,锦熙翊昇多策略精选C类,1.202900,2026-09-04,229,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
VY984A,守正卓越一号A类,套利策略,,山东守正,2022-07-27,+0.06%,+0.31%,+1.02%,+2.35%,+3.89%,2.7479,56.5279,7,私募基金 (1).xlsx,Y,Y,N,Y,守正卓越一号A类,1.530600,2026-09-04,228,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
VZ399A,北辰星-天枢CTA1号A类,期货策略,量化期货,上海北辰星,2022-07-14,+1.78%,+8.34%,+5.12%,+9.20%,+76.93%,2.6001,7.0622,7,私募基金.xlsx,Y,Y,N,Y,北辰星-天枢CTA1号A类,1.187100,2026-09-04,230,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
VZ484A,德远-传承千和FOFA类,组合策略,FOF,杭州德远,2022-07-14,-0.33%,+3.63%,-2.99%,-1.40%,+3.84%,0.1974,0.4662,7,私募基金 (4).xlsx,Y,Y,N,Y,德远-传承千和FOFA类,1.200000,2026-09-04,231,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
VZ764A,北京雪球厚雪宏观对冲A类,多资产策略,宏观策略,北京雪球,2022-07-12,-0.33%,+4.91%,-9.24%,-10.27%,+18.96%,0.7374,1.2477,7,私募基金 (3).xlsx,Y,Y,N,Y,北京雪球厚雪宏观对冲A类,3.036700,2026-09-04,136,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
W0436B,牧鑫敦儒3号A期B类,多资产策略,复合策略,上海牧鑫,2017-08-10,-0.42%,+0.38%,-1.22%,-3.18%,+1.43%,-0.1035,0.3194,7,私募基金 (3).xlsx,Y,Y,N,Y,牧鑫敦儒3号A期B类,2.505300,2026-09-04,126,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
W1298A,美好康德多策略一号A类,组合策略,FOF,广东横琴广鑫美好,2017-06-20,+10.32%,+13.84%,-2.69%,-3.54%,-1.78%,-0.2494,-0.1098,7,私募基金 (4).xlsx,Y,Y,N,Y,横琴广金美好康德多策略一号A类,2.105400,2026-09-04,235,2026-09-04,947,0,0,Y,weekly,weekly,1-3m job now within 1 month; weekly Friday FundMultiPrice,2026-09-04,ok,N
W1298B,美好康德多策略一号B类,组合策略,FOF,广东横琴广鑫美好,2017-06-20,-0.10%,+3.17%,-1.45%,-1.89%,+0.38%,-0.3228,0.0642,7,私募基金 (4).xlsx,Y,Y,N,Y,横琴广金美好康德多策略一号B类,2.202600,2026-09-04,171,2026-09-04,137,0,0,Y,weekly,weekly,1-3m job now within 1 month; weekly Friday FundMultiPrice,2026-09-04,ok,N
W7050A,优稳量化对冲套利策略1号A类,多资产策略,宏观策略,武汉优稳资管,2017-10-19,-1.22%,+1.92%,-0.54%,-16.43%,-0.02%,-0.0803,-0.0008,7,私募基金 (3).xlsx,Y,Y,N,Y,优稳量化对冲套利策略1号A类,5.556000,2026-09-04,218,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
W7050B,优稳量化对冲套利策略1号B类,多资产策略,宏观策略,武汉优稳资管,2017-10-19,-1.23%,+1.83%,-0.80%,-16.86%,-1.02%,-0.1198,-0.0431,7,私募基金 (3).xlsx,Y,Y,N,Y,优稳量化对冲套利策略1号B类,5.367500,2026-09-04,192,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-31 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
W7191A,博普稳增3号A类,套利策略,期货套利,深圳博普科技,2017-08-03,+0.10%,+0.62%,+1.45%,+3.47%,+6.49%,2.5970,10.3341,7,私募基金 (1).xlsx,Y,Y,N,Y,博普稳增3号A类,1.487400,2026-09-04,498,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
W7191C,博普稳增3号C类,套利策略,期货套利,深圳博普科技,2017-08-03,+0.09%,+0.52%,+1.19%,,,,,3,私募基金 (1).xlsx,Y,Y,N,Y,博普稳增3号C类,1.465300,2026-09-04,16,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
X2838A,博普CTA趋势1号A类,期货策略,量化期货,深圳博普科技,2017-09-16,+7.97%,+8.54%,+14.47%,+2.79%,-14.64%,-0.8565,-0.5596,7,私募基金.xlsx,Y,Y,Y,Y,博普CTA趋势1号A类,4.749400,2026-09-04,627,2026-09-04,0,429,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,Y
X7127A,熠道临海揽胜A类,期货策略,主观期货,杭州熠道资管,2017-11-01,+0.12%,+0.16%,-5.62%,-5.93%,,,,4,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,,N
X7280A,双隆-隆富6号A类,期货策略,量化期货,上海双隆投资,2017-11-08,+2.44%,+9.34%,+14.31%,+0.74%,+38.95%,1.1266,1.3144,7,私募基金.xlsx,Y,Y,N,Y,双隆-隆富6号A类,4.453400,2026-09-04,468,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
X7441A,逸格-价值1期A类,多资产策略,复合策略,北京逸格投资,2017-11-08,-0.61%,+1.03%,-13.20%,-19.47%,-12.34%,-0.4645,-0.4111,7,私募基金 (3).xlsx,Y,Y,N,Y,逸格-价值1期A类,0.980000,2026-09-04,269,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
XA180B,殊馥馥源套利6号B类,套利策略,基金套利,上海殊馥投资,2022-08-03,+0.10%,+0.87%,+2.68%,+4.68%,+7.99%,1.7901,7.6694,7,私募基金 (1).xlsx,Y,Y,N,Y,殊馥馥源套利6号B类,1.018200,2026-09-08,195,2026-09-08,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-25 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-08,ok,N
XA480A,灵涛锐进轮动A类,多资产策略,复合策略,灵涛基金,2022-08-05,-2.97%,+4.76%,-14.92%,-0.73%,+18.96%,0.5223,0.7190,7,私募基金 (3).xlsx,Y,Y,N,Y,灵涛锐进轮动A类,3.121000,2026-09-04,59,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
XA601A,君信全球宏观对冲A类,多资产策略,复合策略,北京东方君信,2022-08-08,-4.74%,+10.91%,-17.00%,-9.67%,-9.69%,-0.2733,-0.3526,7,私募基金 (3).xlsx,Y,Y,N,Y,君信全球宏观对冲A类,1.073400,2026-09-04,200,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
XB902B,交睿宏景8号B类,多资产策略,宏观策略,上海交睿,2022-09-07,+0.47%,+4.02%,+1.44%,+4.82%,,,,4,私募基金 (3).xlsx,Y,Y,N,Y,交睿宏景8号B类,1.267700,2026-09-04,52,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
XC369A,小黑妞星斗1号A类,期货策略,主观期货,上海小黑妞资管,2022-08-16,-0.69%,+0.83%,+0.51%,+2.73%,+18.45%,1.4235,3.7393,7,私募基金.xlsx,Y,Y,N,Y,小黑妞星斗1号A类,1.256300,2026-09-04,185,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
XC369B,小黑妞星斗1号B类,期货策略,主观期货,上海小黑妞资管,2022-08-16,-0.67%,+0.93%,+0.78%,+3.27%,+19.64%,1.5262,4.0602,7,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,,N
XD068B,和御稳健精选B类,组合策略,FOF,宁波和御,2022-08-23,-0.15%,-0.02%,-0.74%,-0.99%,+1.12%,-0.4780,1.0272,7,私募基金 (4).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,,N
XD272B,交叉智能金纳一号FOFB类,组合策略,FOF,北京交叉智能,2022-11-14,-0.18%,+3.74%,-0.35%,-1.56%,-0.18%,-0.3528,-0.0268,7,私募基金 (4).xlsx,Y,Y,N,Y,交叉智能金纳一号FOFB类,1.137000,2026-09-04,212,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
XD653A,敦方稳健3号A类,多资产策略,复合策略,海南敦方,2023-02-21,+2.97%,+6.50%,+4.42%,-1.52%,+9.86%,0.3627,0.3673,7,私募基金 (3).xlsx,Y,Y,N,Y,敦方稳健3号A类,1.253200,2026-09-09,208,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-24 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok,N
XE340A,毅桥多策略进取1号A类,多资产策略,宏观策略,北京毅桥,2022-10-26,-0.38%,+4.63%,-2.53%,-7.35%,,,,4,私募基金 (3).xlsx,Y,Y,N,Y,毅桥多策略进取1号A类,1.311100,2026-09-04,51,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
XE340B,毅桥多策略进取1号B类,多资产策略,宏观策略,北京毅桥,2022-10-26,-0.37%,+4.68%,-2.54%,-7.24%,+16.26%,1.0672,1.1355,7,私募基金 (3).xlsx,Y,Y,N,Y,毅桥多策略进取1号B类,1.321500,2026-09-04,130,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
XE361A,证道6号A类,期货策略,主观期货,厦门证道,2022-08-29,+0.27%,+6.30%,+1.81%,+4.67%,+17.32%,1.1048,1.7545,7,私募基金.xlsx,Y,Y,N,Y,证道6号A类,1.646100,2026-09-04,217,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
XE510A,汇誉欣欣向荣一号A类,期权策略,场内期权,云南汇誉,2022-10-11,-0.41%,+1.14%,+6.13%,+7.58%,+16.56%,1.4182,2.5855,7,私募基金 (2).xlsx,Y,Y,N,Y,汇誉欣欣向荣一号A类,1.078500,2026-09-04,138,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
XE769A,小黑妞星权1号A类,期权策略,场内期权,上海小黑妞资管,2022-09-13,+0.42%,+0.95%,+0.75%,+1.89%,+2.62%,0.2174,1.4550,7,私募基金 (2).xlsx,Y,Y,Y,Y,小黑妞星权1号A类,1.164400,2026-09-04,176,2026-09-04,0,428,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,Y
XE769B,小黑妞星权1号B类,期权策略,场内期权,上海小黑妞资管,2022-09-13,+0.43%,+1.03%,+1.00%,+2.35%,+3.56%,0.5852,2.4465,7,私募基金 (2).xlsx,Y,Y,N,Y,小黑妞星权1号B类,1.200400,2026-09-04,222,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
XF162A,易持期权量化一号A类,期权策略,场内期权,厦门易持,2022-09-06,+0.10%,+1.04%,+5.61%,+3.98%,,,,4,私募基金 (2).xlsx,Y,Y,N,Y,易持期权量化一号A类,1.318700,2026-09-08,31,2026-09-08,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-24 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-08,ok,N
XF309A,杭州波粒二象天洋1号A类,期货策略,量化期货,杭州波粒二象,2022-09-01,+0.98%,+4.01%,-0.28%,+1.45%,+36.78%,1.9564,3.9829,7,私募基金.xlsx,Y,Y,N,Y,杭州波粒二象天洋1号A类,1.051400,2026-09-04,123,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
XF586A,濡圣量化3号A类,期权策略,场内期权,上海濡圣,2022-11-02,-0.18%,+4.12%,+4.90%,+0.60%,+29.54%,1.2715,2.8673,7,私募基金 (2).xlsx,Y,Y,N,Y,濡圣量化3号A类,1.128000,2026-09-10,334,2026-09-10,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-09-03 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-10,ok,N
XF965A,金塔克心灵晶选A类,期货策略,主观期货,浙江金塔克资管,2022-09-27,+0.68%,+2.01%,-0.95%,+7.18%,+18.96%,1.5098,4.6616,7,私募基金.xlsx,Y,Y,N,Y,金塔克心灵晶选A类,1.776000,2026-09-04,218,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
XG147A,配邦赤子壹号A类,期货策略,量化期货,上海配邦,2022-09-02,+0.03%,+4.37%,+7.05%,+6.22%,+11.52%,1.8573,6.1313,7,私募基金.xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,,N
XG279A,智信融科多策略八号A类,期货策略,量化期货,上海智信融科,2022-09-08,-4.30%,+0.38%,-4.40%,-6.87%,+8.83%,0.3608,0.7310,7,私募基金.xlsx,Y,Y,N,Y,智信融科多策略八号A类,2.581000,2026-09-04,222,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
XG279B,智信融科多策略八号B类,期货策略,量化期货,上海智信融科,2022-09-08,-4.32%,+0.29%,-4.66%,-7.35%,+7.16%,0.2780,0.6053,7,私募基金.xlsx,Y,Y,N,Y,智信融科多策略八号B类,2.500100,2026-09-04,76,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
XG576A,优稳人工智能A类,多资产策略,复合策略,武汉优稳资管,2022-09-14,-2.57%,+5.69%,+1.67%,-15.20%,+3.25%,0.0468,0.1367,7,私募基金 (3).xlsx,Y,Y,N,Y,优稳人工智能A类,1.979600,2026-09-04,192,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
XG576B,优稳人工智能B类,多资产策略,复合策略,武汉优稳资管,2022-09-14,-2.59%,+5.58%,+1.40%,-15.64%,+2.21%,0.0067,0.0915,7,私募基金 (3).xlsx,Y,Y,N,Y,优稳人工智能B类,1.907000,2026-09-04,200,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
XJ186A,泉智期选1号A类,组合策略,FOF,晋江泉智,2022-10-11,-0.74%,+2.02%,-2.96%,-1.81%,+13.07%,0.8431,1.3363,7,私募基金 (4).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,,N
XJ640B,牧鑫多策略8号B类,多资产策略,复合策略,上海牧鑫,2024-07-16,-0.44%,+0.38%,-1.19%,-3.13%,+1.90%,-0.0233,0.4545,7,私募基金 (3).xlsx,Y,Y,N,Y,牧鑫多策略8号B类,1.066200,2026-09-04,118,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
XJ640C,牧鑫多策略8号C类,多资产策略,复合策略,上海牧鑫,2024-07-16,-0.43%,+0.45%,-0.98%,-2.72%,+2.76%,0.1319,0.6826,7,私募基金 (3).xlsx,Y,Y,N,Y,牧鑫多策略8号C类,1.072100,2026-09-04,118,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
XJ732B,德银巨鲸量化一号B类,多资产策略,复合策略,广州德银,2022-09-26,+2.06%,+2.39%,-2.79%,-5.52%,,,,4,私募基金 (3).xlsx,Y,Y,N,Y,德银巨鲸量化一号B类,1.765300,2026-09-04,47,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
XJ815B,幸运星金凤凰B类,多资产策略,复合策略,青岛幸运星,2022-09-29,-0.88%,+5.14%,-5.58%,-7.51%,+9.66%,0.4183,0.7894,7,私募基金 (3).xlsx,Y,Y,N,Y,幸运星金凤凰B类,1.084500,2026-09-09,105,2026-09-09,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-09,ok,N
XL078B,宽渡紫檀B类,组合策略,FOF,上海宽渡,2022-09-27,+0.26%,+3.92%,-1.01%,-1.18%,+11.06%,0.8459,1.4076,7,私募基金 (4).xlsx,N,N,N,N,,,,0,,0,0,0,N,not_in_universe,,,,,N
XL134B,一村上善1号B类,期权策略,场内期权,上海承壹,2022-10-28,-0.09%,+3.34%,+2.47%,+4.75%,+10.12%,1.3561,2.5728,7,私募基金 (2).xlsx,Y,Y,N,Y,一村上善1号B类,1.029600,2026-09-04,128,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
XL543A,因诺天问1号A类,多资产策略,复合策略,上海因诺资管,2022-09-29,-1.12%,+8.01%,-4.47%,-5.74%,+12.28%,0.5386,0.8659,7,私募基金 (3).xlsx,Y,Y,N,Y,因诺天问1号A类,1.892600,2026-09-04,214,2026-09-04,274,0,0,Y,weekly,weekly,1-3m job now within 1 month; weekly Friday FundMultiPrice,2026-09-04,ok,N
XM449A,上泽致远一号A类,期货策略,量化期货,杭州上泽和策,2022-10-20,+6.22%,+6.98%,+14.76%,+12.35%,+13.56%,0.9784,2.4317,7,私募基金.xlsx,Y,Y,N,Y,上泽致远一号A类,1.107800,2026-09-04,84,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
XM454A,成益量化CTAA类,期货策略,量化期货,广东成益,2023-01-12,-3.37%,-0.51%,-9.26%,-9.79%,-0.26%,-0.2081,-0.0199,7,私募基金.xlsx,Y,Y,N,Y,成益量化CTAA类,0.774000,2026-09-04,203,2026-09-04,0,0,0,Y,weekly,weekly,3-6m: 火富牛 latest 2026-08-28 in/after 2026-08; weekly Friday FundMultiPrice,2026-09-04,ok,N
