beian_hao,fof99_fund_name,fof99_short_name,fof99_advisor,fof99_price_date,fof99_price_nav,fof99_inception_date,fof99_fund_state,fof99_fund_type,fof99_strategy_one,fof99_strategy_two,in_private_fund_info,list_product_name,list_nav_date,list_nav,table_bucket,in_amac,amac_fund_name,amac_working_state,amac_fund_type,amac_manager,missing_reason
SBNK33,楚恒创新药产业精选主题私募证券投资基金,楚恒创新药产业精选主题,湖南楚恒资管,2026-09-02,2.0228,2026-01-15,1,2,其他,,yes,楚恒创新药产业精选主题私募证券投资基金,,,null_nav_date,yes,楚恒创新药产业精选主题私募证券投资基金,正在运作,私募证券投资基金,湖南楚恒资产管理有限公司,in_table_null_latest_nav_date
SBKB21,富腾万里成长型私募证券投资基金,富腾万里成长型,深圳富腾,2026-09-02,0.986,2026-07-13,1,2,股票多头,,yes,富腾万里成长型私募证券投资基金,,,null_nav_date,yes,富腾万里成长型私募证券投资基金,正在运作,,深圳市富腾私募证券基金管理有限公司,in_table_null_latest_nav_date
SBJN93,钧富超级全天候6号私募证券投资基金,钧富超级全天候6号,杭州钧富投资,2026-09-02,1.0061,2025-12-05,1,2,多资产策略,复合策略,yes,钧富超级全天候6号私募证券投资基金,,,null_nav_date,yes,钧富超级全天候6号私募证券投资基金,正在运作,私募证券投资基金,杭州钧富投资管理合伙企业（有限合伙）,in_table_null_latest_nav_date
SBCN34,托特信享300对冲1号私募证券投资基金,托特信享300对冲1号,三亚托特,2026-09-02,1.1265,2025-08-08,1,2,股票对冲,股票市场中性,yes,托特信享300对冲1号私募证券投资基金,,,null_nav_date,yes,托特信享300对冲1号私募证券投资基金,正在运作,,托特（三亚）私募基金管理有限公司,in_table_null_latest_nav_date
SBBQ06,倍漾市场中性六期2号私募证券投资基金,倍漾市场中性六期2号,南京倍漾,2026-09-02,1.0006,2025-07-30,1,2,股票对冲,,yes,倍漾市场中性六期2号私募证券投资基金,,,null_nav_date,yes,倍漾市场中性六期2号私募证券投资基金,正在运作,私募证券投资基金,南京倍漾私募基金管理有限公司,in_table_null_latest_nav_date
SBBF81,富犇安盈二号私募证券投资基金,富犇安盈二号,上海富犇投资,2026-09-02,1.0896,2025-07-10,1,2,期货策略,,yes,富犇安盈二号私募证券投资基金,,,null_nav_date,yes,富犇安盈二号私募证券投资基金,正在运作,私募证券投资基金,上海富犇投资管理有限公司,in_table_null_latest_nav_date
SB1879,望华卓越长顺私募证券投资基金,望华卓越长顺,青岛望华卓越投资,2026-09-02,0.992,2026-06-25,1,2,股票多头,,yes,望华卓越长顺私募证券投资基金,,,null_nav_date,yes,望华卓越长顺私募证券投资基金,正在运作,私募证券投资基金,望华卓越（青岛）投资管理有限公司,in_table_null_latest_nav_date
SAYD55,乾铭颂瑞FOF2号私募证券投资基金,乾铭颂瑞FOF2号,浙江乾铭,2026-09-02,1.06,2025-06-04,1,2,组合策略,FOF,yes,乾铭颂瑞FOF2号私募证券投资基金,,,null_nav_date,yes,乾铭颂瑞FOF2号私募证券投资基金,正在运作,私募证券投资基金,浙江乾铭私募基金管理有限公司,in_table_null_latest_nav_date
SAYC06,倍漾市场中性六期1号私募证券投资基金,倍漾市场中性六期1号,南京倍漾,2026-09-02,1.0004,2025-07-30,1,2,股票对冲,,yes,倍漾市场中性六期1号私募证券投资基金,,,null_nav_date,yes,倍漾市场中性六期1号私募证券投资基金,正在运作,私募证券投资基金,南京倍漾私募基金管理有限公司,in_table_null_latest_nav_date
SAYA22,富腾四海价值成长私募证券投资基金,富腾四海价值成长,深圳富腾,2026-09-02,0.9879,2026-06-24,1,2,股票多头,,yes,富腾四海价值成长私募证券投资基金,,,null_nav_date,yes,富腾四海价值成长私募证券投资基金,正在运作,私募证券投资基金,深圳市富腾私募证券基金管理有限公司,in_table_null_latest_nav_date
SAXJ41,今通新锐千里马1000指数增强私募证券投资基金,今通新锐千里马1000指数增强,上海今通投资,2026-09-02,1.3172,2025-06-11,1,2,股票多头,1000指增,yes,今通新锐千里马1000指数增强私募证券投资基金,,,null_nav_date,yes,今通新锐千里马1000指数增强私募证券投资基金,正在运作,,上海今通投资管理有限公司,in_table_null_latest_nav_date
SATF25,乾铭颂瑞FOF1号私募证券投资基金,乾铭颂瑞FOF1号,浙江乾铭,2026-09-02,1.0013,2025-02-11,1,2,组合策略,FOF,yes,乾铭颂瑞FOF1号私募证券投资基金,,,null_nav_date,yes,乾铭颂瑞FOF1号私募证券投资基金,正在运作,私募证券投资基金,浙江乾铭私募基金管理有限公司,in_table_null_latest_nav_date
SART52,远信广益宏观多元策略私募证券投资基金1期,远信广益宏观多元策略1期,珠海远信,2026-09-02,1.0795,2024-12-25,1,2,多资产策略,宏观策略,yes,远信广益宏观多元策略私募证券投资基金1期,,,null_nav_date,yes,远信广益宏观多元策略私募证券投资基金1期,正在运作,私募证券投资基金,远信（珠海）私募基金管理有限公司,in_table_null_latest_nav_date
SAQX83,金岭中诚信金家岭对冲基金指数增强2号私募证券投资基金,金岭中诚信金家岭对冲基金指数增强2号,青岛金岭,2026-09-02,0.9981,2025-01-15,1,2,组合策略,FOF,yes,金岭中诚信金家岭对冲基金指数增强2号私募证券投资基金,,,null_nav_date,yes,金岭中诚信金家岭对冲基金指数增强2号私募证券投资基金,正在运作,,青岛金岭私募基金管理有限公司,in_table_null_latest_nav_date
SANT34,乾铭美盈稳健增强1号私募证券投资基金,乾铭美盈稳健增强1号,浙江乾铭,2026-09-02,1.0919,2024-08-29,1,2,股票多头,,yes,乾铭美盈稳健增强1号私募证券投资基金,,,null_nav_date,yes,乾铭美盈稳健增强1号私募证券投资基金,正在运作,私募证券投资基金,浙江乾铭私募基金管理有限公司,in_table_null_latest_nav_date
SAGH34,润磁天天盈1号私募证券投资基金,润磁天天盈1号,上海润磁,2026-09-02,1.042,2024-01-30,1,2,股票多头,,yes,润磁天天盈1号私募证券投资基金,,,null_nav_date,yes,润磁天天盈1号私募证券投资基金,正在运作,私募证券投资基金,上海润磁私募基金管理有限公司,in_table_null_latest_nav_date
SAGE45,在赢利贞一号私募证券投资基金,在赢利贞一号,浙江在赢,2026-09-02,1.3152,2024-02-01,1,2,套利策略,,yes,在赢利贞一号私募证券投资基金,,,null_nav_date,yes,在赢利贞一号私募证券投资基金,正在运作,私募证券投资基金,浙江在赢私募基金管理有限公司,in_table_null_latest_nav_date
SADZ27,江天星耀一期私募证券投资基金,江天星耀一期,上海江天,2026-09-02,0.9345,2023-11-28,1,2,股票多头,主观多头,yes,江天星耀一期私募证券投资基金,,,null_nav_date,yes,江天星耀一期私募证券投资基金,正在运作,私募证券投资基金,上海江天私募基金管理有限公司,in_table_null_latest_nav_date
LM406B,优美利好买专享6号私募证券投资基金B类份额,优美利好买专享6号B类,深圳优美利投资,2026-09-02,1.4966,2020-08-20,1,2,多资产策略,复合策略,no,,,,not_in_table,no,,,,,not_in_private_fund_info
LM406A,优美利好买专享6号私募证券投资基金A类份额,优美利好买专享6号A类,深圳优美利投资,2026-09-02,1.1681,2020-08-20,1,2,多资产策略,复合策略,no,,,,not_in_table,no,,,,,not_in_private_fund_info
BUJ71C,璞桥价值优选1号私募证券投资基金C类份额,璞桥价值优选1号C类,上海璞桥私募,2026-09-02,0.9907,2026-03-30,1,2,股票多头,主观多头,no,,,,not_in_table,no,,,,,not_in_private_fund_info
B0905B,赢仕天府私募证券投资基金B类份额,赢仕天府B类,上海赢仕投资,2026-09-02,1.082,2026-06-17,1,2,期货策略,量化期货,no,,,,not_in_table,no,,,,,not_in_private_fund_info
B0905A,赢仕天府私募证券投资基金A类份额,赢仕天府A类,上海赢仕投资,2026-09-02,1.083,2026-06-17,1,2,期货策略,量化期货,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AXT66A,笃诚共赢2号私募证券投资基金A类份额,笃诚共赢2号A类,上海笃诚,2026-09-02,1.2011,2025-09-23,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
AXJ41A,今通新锐千里马1000指数增强私募证券投资基金A类份额,今通新锐千里马1000指数增强A类,上海今通投资,2026-09-02,1.3172,2025-06-11,1,2,股票多头,1000指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
ASR68B,嘉和路战队精选配置1号私募证券投资基金B类份额,嘉和路战队精选配置1号B类,温州嘉和,2026-09-02,1.1302,2025-02-17,1,2,组合策略,FOF,no,,,,not_in_table,no,,,,,not_in_private_fund_info
APT69A,鑫垣基金翔尹成长七号私募证券投资基金A类份额,鑫垣基金翔尹成长七号A类,上海鑫垣,2026-09-02,2.3033,2024-12-06,1,2,股票多头,,no,,,,not_in_table,no,,,,,not_in_private_fund_info
XA388A,佳祺A30指数增强一号私募证券投资基金A类份额,佳祺A30指数增强一号A类,杭州佳祺资管,2026-09-01,1.0349,2022-08-25,1,2,股票多头,另类多头,no,,,,not_in_table,no,,,,,not_in_private_fund_info
VH389B,聚象标普500指数增强私募证券投资基金B类份额,聚象标普500指数增强B类,厦门聚象,2026-09-01,1.4676,2022-03-21,1,2,股票多头,500指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
TW208C,棱镜乾量中证1000指数增强1号私募证券投资基金C类份额,棱镜乾量中证1000指数增强1号C类,北京棱镜,2026-09-01,1.6546,2022-02-15,1,2,股票多头,1000指增,no,,,,not_in_table,no,,,,,not_in_private_fund_info
SZZ498,赤祺5号私募证券投资基金,赤祺5号,上海赤祺资管,2026-09-01,0.7779,2023-07-18,1,2,股票多头,主观多头,yes,赤祺5号私募证券投资基金,,,null_nav_date,yes,赤祺5号私募证券投资基金,正在运作,,上海赤祺资产管理有限公司,in_table_null_latest_nav_date
SZY020,乘风共成基石私募证券投资基金,乘风共成基石,珠海横琴乘风,2026-09-01,0.8884,2023-05-18,1,2,股票多头,,yes,乘风共成基石私募证券投资基金,,,null_nav_date,yes,乘风共成基石私募证券投资基金,正在运作,,珠海横琴乘风私募基金管理合伙企业（有限合伙）,in_table_null_latest_nav_date
SZP731,希尔爱军混合对冲六号私募证券投资基金,希尔爱军混合对冲六号,成都希尔,2026-09-01,1.903,2023-03-21,1,2,股票对冲,股票市场中性,yes,希尔爱军混合对冲六号私募证券投资基金,,,null_nav_date,yes,希尔爱军混合对冲六号私募证券投资基金,正在运作,,成都希尔私募基金管理有限公司,in_table_null_latest_nav_date
SZ913A,银乾春华秋实一号私募证券投资基金A类份额,银乾春华秋实一号A类,杭州银乾,2026-09-01,1.5991,2021-10-19,1,2,股票多头,主观多头,no,,,,not_in_table,no,,,,,not_in_private_fund_info
SY9542,景林致远基金专享私募子基金HM1期,景林致远基金专享私募子基金HM1期,上海景林资管,2026-09-01,3.5339,2018-06-29,1,2,股票多头,主观多头,yes,景林致远基金专享私募子基金HM1期,,,null_nav_date,yes,景林致远基金专享私募子基金HM1期,正在运作,,上海景林资产管理有限公司,in_table_null_latest_nav_date
SY2443,景林全球基金专享私募子基金F期,景林全球基金专享私募子基金F期,上海景林资管,2026-09-01,1.8392,2017-12-07,1,2,股票多头,主观多头,yes,景林全球基金专享私募子基金F期,,,null_nav_date,yes,景林全球基金专享私募子基金F期,正在运作,,上海景林资产管理有限公司,in_table_null_latest_nav_date
SY0503,景林全球基金专享私募子基金D期,景林全球基金专享私募子基金D期,上海景林资管,2026-09-01,1.7938,2017-12-07,1,2,股票多头,主观多头,yes,景林全球基金专享私募子基金D期,,,null_nav_date,yes,景林全球基金专享私募子基金D期,正在运作,,上海景林资产管理有限公司,in_table_null_latest_nav_date
SXW775,墨竹睡美人四号私募证券投资基金,墨竹睡美人四号,海南墨竹,2026-09-01,1.0753,2024-02-05,1,2,股票多头,主观多头,yes,墨竹睡美人四号私募证券投资基金,,,null_nav_date,yes,墨竹睡美人四号私募证券投资基金,正在运作,私募证券投资基金,海南墨竹私募基金管理有限公司,in_table_null_latest_nav_date
SXG531,紫薇朴杉1号私募证券投资基金,紫薇朴杉1号,北京紫薇,2026-09-01,1.0186,2022-09-13,1,2,股票多头,主观多头,yes,紫薇朴杉1号私募证券投资基金,,,null_nav_date,yes,紫薇朴杉1号私募证券投资基金,正在运作,,北京紫薇私募基金管理有限公司,in_table_null_latest_nav_date
SW4364,逸杉佑鸿稳健专项私募证券投资基金,逸杉佑鸿稳健专项,上海逸杉资管,2026-09-01,1.505,2017-08-23,1,2,股票多头,主观多头,yes,逸杉佑鸿稳健专项私募证券投资基金,,,null_nav_date,yes,逸杉佑鸿稳健专项私募证券投资基金,正在运作,,上海逸杉资产管理有限公司,in_table_null_latest_nav_date
SVX982,景瑞星晟1号私募证券投资基金,景瑞星晟1号,珠海景瑞,2026-09-01,1.2692,2022-07-11,1,2,股票多头,主观多头,yes,景瑞星晟1号私募证券投资基金,,,null_nav_date,yes,景瑞星晟1号私募证券投资基金,正在运作,,珠海景瑞私募基金管理有限公司,in_table_null_latest_nav_date
SVV936,白鲸中国债券安利一号私募证券投资基金,白鲸中国债券安利一号,深圳白鲸,2026-09-01,1.2441,2022-06-24,1,2,债券策略,债券复合,yes,白鲸中国债券安利一号私募证券投资基金,,,null_nav_date,yes,白鲸中国债券安利一号私募证券投资基金,正在运作,,深圳白鲸私募证券基金管理有限公司,in_table_null_latest_nav_date
SVQ660,创亮明德久鸿一号私募证券投资基金,创亮明德久鸿一号,重庆创亮明德,2026-09-01,1.6575,2022-05-18,1,2,债券策略,信用债,yes,创亮明德久鸿一号私募证券投资基金,,,null_nav_date,yes,创亮明德久鸿一号私募证券投资基金,正在运作,,重庆创亮明德私募证券投资基金管理有限公司,in_table_null_latest_nav_date
SVD166,财杰稳健成长私募证券投资基金,财杰稳健成长,上海财杰资管,2026-09-01,1.166,2022-02-24,1,2,股票多头,主观多头,yes,财杰稳健成长私募证券投资基金,,,null_nav_date,yes,财杰稳健成长私募证券投资基金,正在运作,,上海财杰资产管理有限公司,in_table_null_latest_nav_date
SVC130,止于至善AI应用1号私募证券投资基金,止于至善AI应用1号,北京止于至善投资,2026-09-01,3.3037,2022-02-23,1,2,股票多头,主观多头,yes,止于至善赤子之心1号私募证券投资基金,,,null_nav_date,yes,止于至善AI应用1号私募证券投资基金,正在运作,,北京止于至善投资管理有限公司,in_table_null_latest_nav_date
STT693,欢乐港湾长虹8号私募证券投资基金,欢乐港湾长虹8号,深圳欢乐港湾,2026-09-01,2.2059,2022-03-01,1,2,股票多头,量化选股,yes,欢乐港湾长虹8号私募证券投资基金,,,null_nav_date,yes,欢乐港湾长虹8号私募证券投资基金,正在运作,,深圳欢乐港湾私募证券基金管理有限公司,in_table_null_latest_nav_date
STC836,睿智—嘉蕾1号新能源私募证券投资基金,睿智—嘉蕾1号新能源,北京中晟睿智资管,2026-09-01,2.433,2022-02-08,1,2,股票多头,主观多头,yes,睿智—嘉蕾1号新能源私募证券投资基金,,,null_nav_date,yes,睿智—嘉蕾1号新能源私募证券投资基金,正在运作,,中晟睿智（北京）资产管理有限公司,in_table_null_latest_nav_date
STB103,灵均意享量化选股领航1号私募证券投资基金,灵均意享量化选股领航1号,宁波灵均投资,2026-09-01,2.0885,2021-11-23,1,2,股票多头,量化选股,yes,灵均意享量化选股领航1号私募证券投资基金,,,null_nav_date,yes,灵均意享量化选股领航1号私募证券投资基金,正在运作,,宁波灵均投资管理合伙企业（有限合伙）,in_table_null_latest_nav_date
SSH900,冲和资产轮动一号私募证券投资基金,冲和资产轮动一号,北京冲和资管,2026-09-01,1.0289,2021-10-12,1,2,多资产策略,宏观策略,yes,冲和资产轮动一号私募证券投资基金,,,null_nav_date,yes,冲和资产轮动一号私募证券投资基金,正在运作,,北京冲和资产管理有限公司,in_table_null_latest_nav_date
SSA041,灵均幸福动能量化选股领航2号私募证券投资基金,灵均幸福动能量化选股领航2号,宁波灵均投资,2026-09-01,2.0975,2021-08-04,1,2,股票多头,量化选股,yes,灵均幸福动能量化选股领航2号私募证券投资基金,,,null_nav_date,yes,灵均幸福动能量化选股领航2号私募证券投资基金,正在运作,,宁波灵均投资管理合伙企业（有限合伙）,in_table_null_latest_nav_date
SS2227,龙辉祥贰号私募投资基金,龙辉祥贰号,杭州龙辉祥投资,2026-09-01,1.408,2018-05-29,1,2,股票多头,主观多头,yes,龙辉祥贰号私募投资基金,,,null_nav_date,yes,龙辉祥贰号私募投资基金,正在运作,,杭州龙辉祥投资管理有限公司,in_table_null_latest_nav_date
SQZ816,湘禾六号医疗健康私募证券投资基金,湘禾六号医疗健康,上海湘禾投资,2026-09-01,1.075,2021-08-02,1,2,股票多头,主观多头,yes,湘禾六号医疗健康私募证券投资基金,,,null_nav_date,yes,湘禾六号医疗健康私募证券投资基金,正在运作,,上海湘禾投资有限公司,in_table_null_latest_nav_date
SQW708,景林精选FOF私募证券投资子基金HM6期,景林精选FOF子基金HM6期,上海景林资管,2026-09-01,1.476,2021-07-21,1,2,组合策略,FOF,yes,景林精选FOF私募证券投资子基金HM6期,,,null_nav_date,yes,景林精选FOF私募证券投资子基金HM6期,正在运作,,上海景林资产管理有限公司,in_table_null_latest_nav_date
SQW694,景林精选FOF私募证券投资子基金HM5期,景林精选FOF子基金HM5期,上海景林资管,2026-09-01,1.4761,2021-07-21,1,2,组合策略,FOF,yes,景林精选FOF私募证券投资子基金HM5期,,,null_nav_date,yes,景林精选FOF私募证券投资子基金HM5期,正在运作,,上海景林资产管理有限公司,in_table_null_latest_nav_date
SQW693,景林精选FOF私募证券投资子基金HM3期,景林精选FOF子基金HM3期,上海景林资管,2026-09-01,1.4761,2021-07-21,1,2,组合策略,FOF,yes,景林精选FOF私募证券投资子基金HM3期,,,null_nav_date,yes,景林精选FOF私募证券投资子基金HM3期,正在运作,,上海景林资产管理有限公司,in_table_null_latest_nav_date
