备案号,产品名称,管理人,建议一级,建议二级,建议三级,信心,建议依据,现有团队策略,现有平台策略,同系列已分类产品,是否接受,备注
SBSD39,罗维盈安红利增强2号私募证券投资基金,宁波罗维盈安投资管理有限公司,股票多头,指数增强,红利指增,高,团队数据已有团队策略,股票多头 / 指数增强 / 红利指增,,罗维盈安红利增强2号=股票多头/指数增强/红利指增,,
SAXK98,罗维盈安启航共赢1号私募证券投资基金,宁波罗维盈安投资管理有限公司,股票对冲,打板,盘中板,高,团队数据已有团队策略,股票对冲 / 打板 / 盘中板,股票对冲 / 择时对冲 / 打板,"罗维盈安启航共赢1号=股票对冲/打板/盘中板；罗维盈安启航共赢1号B类=股票对冲/打板/盘中板；罗维盈安启航共赢3号=股票对冲/股票市场中性/500中性,基本面,低频",,
SVK933,罗维盈安启航共赢3号私募证券投资基金,宁波罗维盈安投资管理有限公司,股票对冲,股票市场中性,"500中性,基本面,低频",高,团队数据已有团队策略,"股票对冲 / 股票市场中性 / 500中性,基本面,低频","股票对冲 / 股票市场中性 / 低频,基本面,500中性","罗维盈安启航共赢3号=股票对冲/股票市场中性/500中性,基本面,低频；罗维盈安启航共赢1号B类=股票对冲/打板/盘中板；罗维盈安启航共赢1号=股票对冲/打板/盘中板",,
SBHE19,罗维盈安启航中证全指1号私募证券投资基金,宁波罗维盈安投资管理有限公司,股票多头,指数增强,,高,团队数据已有团队策略,股票多头 / 指数增强,,罗维盈安启航中证全指1号=股票多头/指数增强,,
SBBC58,罗维盈安启航LS六号私募证券投资基金,宁波罗维盈安投资管理有限公司,股票对冲,股票多空,"量化,场内券",高,团队数据已有团队策略,"股票对冲 / 股票多空 / 量化,场内券",,"罗维盈安启航LS六号=股票对冲/股票多空/量化,场内券",,
SBEX05,罗维盈安优孚1号私募证券投资基金,宁波罗维盈安投资管理有限公司,股票对冲,打板,盘中板,高,团队数据已有团队策略,股票对冲 / 打板 / 盘中板,股票对冲 / 择时对冲 / 打板,罗维盈安优孚1号=股票对冲/打板/盘中板,,
SVP343,罗维盈安增强2号尊享2号私募证券投资基金,宁波罗维盈安投资管理有限公司,股票多头,指数增强,"500指增,基本面",高,团队数据已有团队策略,"股票多头 / 指数增强 / 500指增,基本面",股票多头 / 500指增 / 基本面,"罗维盈安增强2号尊享2号=股票多头/指数增强/500指增,基本面",,
SBLS94,罗维盈安之升2000一号私募证券投资基金,宁波罗维盈安投资管理有限公司,股票多头,指数增强,2000指增,高,团队数据已有团队策略,股票多头 / 指数增强 / 2000指增,,罗维盈安之升2000一号=股票多头/指数增强/2000指增,,
SX9263,洛书尊享CTA拾壹号私募证券投资基金,上海洛书投资管理有限公司,期货策略,量化期货,"大厂,截面",高,团队数据已有团队策略；产品名含CTA,"期货策略 / 量化期货 / 大厂,截面",期货策略 / 量化期货 / 截面,"洛书尊享CTA拾壹号=期货策略/量化期货/大厂,截面",,
SAVB64,洛炎CTA专享1号私募证券投资基金,上海洛炎私募基金管理有限公司,期货策略,,,高,团队数据已有团队策略；产品名含CTA,期货策略,期货策略,洛炎CTA专享1号=期货策略；洛炎CTA专享5号A类=期货策略,,
ST8011,珞珈方圆港股通多策略私募基金,深圳前海珞珈方圆资产管理有限公司,股票多头,主观多头,"中盘,价值成长,港股",高,团队数据已有团队策略,"股票多头 / 主观多头 / 中盘,价值成长,港股","股票多头 / 主观多头 / 成长型,中盘,港股","珞珈方圆港股通多策略=股票多头/主观多头/中盘,价值成长,港股；珞珈方圆港股通多策略A类=股票多头/主观多头/港股；珞珈方圆港股通多策略B类=股票多头/主观多头",,
SX7373,迈萃阿尔法猫私募投资基金,迈萃资产管理（上海）有限公司,期货策略,量化期货,中高频,高,团队数据已有团队策略,期货策略 / 量化期货 / 中高频,期货策略 / 量化期货 / 中高频,迈萃阿尔法猫=期货策略/量化期货/中高频,,
SQC578,迈萃量赢CTA五号私募证券投资基金,迈萃资产管理（上海）有限公司,期货策略,量化期货,中高频,高,团队数据已有团队策略；产品名含CTA,期货策略 / 量化期货 / 中高频,期货策略 / 量化期货 / 中高频,迈萃量赢CTA五号=期货策略/量化期货/中高频,,
SQB319,迈德瑞趋势机会3号私募证券投资基金,迈德瑞投资管理（珠海横琴）有限公司,期货策略,量化期货,时序,高,团队数据已有团队策略,期货策略 / 量化期货 / 时序,期货策略 / 量化期货 / 时序,迈德瑞趋势机会3号=期货策略/量化期货/时序；迈德瑞趋势机会7号=期货策略/量化期货/时序,,
SST437,迈德瑞趋势机会7号私募证券投资基金,迈德瑞投资管理（珠海横琴）有限公司,期货策略,量化期货,时序,高,团队数据已有团队策略,期货策略 / 量化期货 / 时序,期货策略 / 量化期货 / 时序,迈德瑞趋势机会7号=期货策略/量化期货/时序；迈德瑞趋势机会3号=期货策略/量化期货/时序,,
SES760,麦克斯韦一号私募投资基金,上海锐天投资管理有限公司,股票多头,指数增强,"500指增,基本面",高,团队数据已有团队策略,"股票多头 / 指数增强 / 500指增,基本面","股票多头 / 500指增 / 中频,量价","麦克斯韦一号=股票多头/指数增强/500指增,基本面",,
SQZ285,满风积分1号中证500指数增强私募证券投资基金,上海满风资产管理有限公司,股票多头,指数增强,"量价,高频",高,团队数据已有团队策略；产品名含500指增,"股票多头 / 指数增强 / 量价,高频","股票多头 / 500指增 / 高频,量价","满风积分1号中证500指数增强=股票多头/指数增强/量价,高频",,
SCV226,茂源巴舍里耶2期私募证券投资基金,茂源量化（海南）私募基金管理合伙企业（有限合伙）,股票对冲,股票市场中性,"500中性,中频",高,团队数据已有团队策略,"股票对冲 / 股票市场中性 / 500中性,中频","股票对冲 / 股票市场中性 / 中频,量价,500中性","茂源巴舍里耶2期=股票对冲/股票市场中性/500中性,中频",,
SAEV89,茂源金选沪深300指数增强1号私募证券投资基金,茂源量化（海南）私募基金管理合伙企业（有限合伙）,股票多头,指数增强,300指增,高,团队数据已有团队策略；产品名含300指增,股票多头 / 指数增强 / 300指增,,茂源金选沪深300指数增强1号=股票多头/指数增强/300指增,,
SQS892,茂源量化中证红利指数增强1号私募证券投资基金,茂源量化（海南）私募基金管理合伙企业（有限合伙）,股票多头,指数增强,红利指增,高,团队数据已有团队策略；产品名含指增/指数增强,股票多头 / 指数增强 / 红利指增,,茂源量化中证红利指数增强1号=股票多头/指数增强/红利指增,,
SSA194,茂源量化中证全指增强1号私募证券投资基金,茂源量化（海南）私募基金管理合伙企业（有限合伙）,股票多头,指数增强,空气指增,高,团队数据已有团队策略；产品名含指增/指数增强,股票多头 / 指数增强 / 空气指增,,茂源量化中证全指增强1号=股票多头/指数增强/空气指增,,
STE003,茂源量化中证A500指数增强1号私募证券投资基金,茂源量化（海南）私募基金管理合伙企业（有限合伙）,股票多头,指数增强,A500指增,高,团队数据已有团队策略；产品名含A500指增,股票多头 / 指数增强 / A500指增,,茂源量化中证A500指数增强1号=股票多头/指数增强/A500指增,,
SADF15,茂源量化CTA-1号私募证券投资基金,茂源量化（海南）私募基金管理合伙企业（有限合伙）,期货策略,量化期货,,高,产品名含量化期货/CTA,,,,,
SEU506,茂源资本经典CTA-2号私募投资基金,茂源量化（海南）私募基金管理合伙企业（有限合伙）,期货策略,量化期货,中高频,高,团队数据已有团队策略；产品名含CTA,期货策略 / 量化期货 / 中高频,期货策略 / 量化期货 / 中高频,茂源资本经典CTA-2号=期货策略/量化期货/中高频,,
SZR051,每利-蓝天AI中性策略三号私募证券投资基金,每利投资基金管理（北京）有限公司,股票对冲,股票多空,,高,团队数据已有团队策略；产品名含中性,股票对冲 / 股票多空,股票对冲 / 股票多空,每利-蓝天AI中性策略三号=股票对冲/股票多空,,
STX651,每利-蓝天AI中性策略一号私募证券投资基金,每利投资基金管理（北京）有限公司,股票对冲,股票多空,,高,团队数据已有团队策略；产品名含中性,股票对冲 / 股票多空,股票对冲 / 股票多空,每利-蓝天AI中性策略一号=股票对冲/股票多空,,
SXJ219,每利-盼盼滚雪球1号私募证券投资基金,每利投资基金管理（北京）有限公司,期货策略,,,高,团队数据已有团队策略,期货策略,期货策略,每利-盼盼滚雪球1号=期货策略,,
STX468,美好避风港私募证券投资基金,广东横琴广鑫美好私募基金管理有限公司,多资产策略,FOF,,高,团队数据已有团队策略,多资产策略 / FOF,组合策略 / FOF,美好避风港=多资产策略/FOF,,
SGP287,蒙玺分形2号私募证券投资基金,上海蒙玺投资管理有限公司,股票对冲,股票T0,,高,团队数据已有团队策略,股票对冲 / 股票T0,股票对冲 / 股票市场中性,蒙玺分形2号=股票对冲/股票T0；蒙玺分形9号=股票对冲/股票T0；蒙玺分形3号=股票对冲/股票T0；蒙玺分形12号B类=股票对冲/股票T0；蒙玺分形12号=股票对冲/股票T0,,
SVA137,蒙玺国证2000指数量化1号私募证券投资基金,上海蒙玺投资管理有限公司,股票多头,指数增强,"量价,高频",高,团队数据已有团队策略,"股票多头 / 指数增强 / 量价,高频","股票多头 / 2000指增 / 高频,量价","蒙玺国证2000指数量化1号=股票多头/指数增强/量价,高频；蒙玺国证2000指数量化3号B类=股票多头/指数增强/2000指增；蒙玺国证2000指数量化1号B类=股票多头/指数增强/2000指增",,
SQE031,蒙玺量化精选对冲2号私募证券投资基金,上海蒙玺投资管理有限公司,股票对冲,股票市场中性,"500中性,另类因子,高频",高,团队数据已有团队策略；产品名含对冲,"股票对冲 / 股票市场中性 / 500中性,另类因子,高频","股票对冲 / 股票市场中性 / 高频,另类因子,500中性","蒙玺量化精选对冲2号=股票对冲/股票市场中性/500中性,另类因子,高频",,
SXZ122,蒙玺量化至禾2号私募证券投资基金,上海蒙玺投资管理有限公司,股票多头,指数增强,"量价,高频",高,团队数据已有团队策略,"股票多头 / 指数增强 / 量价,高频","股票多头 / 2000指增 / 高频,量价","蒙玺量化至禾2号=股票多头/指数增强/量价,高频",,
SACW59,蒙玺万得小市值指数量化1号私募证券投资基金,上海蒙玺投资管理有限公司,股票多头,指数增强,,高,团队数据已有团队策略,股票多头 / 指数增强,股票多头 / 风格指增,蒙玺万得小市值指数量化1号=股票多头/指数增强,,
SGP291,蒙玺万象精选对冲1号私募证券投资基金,上海蒙玺投资管理有限公司,股票对冲,股票T0,,高,团队数据已有团队策略；产品名含对冲,股票对冲 / 股票T0,股票对冲 / 股票T0,蒙玺万象精选对冲1号=股票对冲/股票T0,,
SST315,蒙玺中证1000指数量化1号私募证券投资基金,上海蒙玺投资管理有限公司,股票多头,指数增强,"1000指增,量价,高频",高,团队数据已有团队策略,"股票多头 / 指数增强 / 1000指增,量价,高频",股票多头 / 1000指增 / 另类因子,"蒙玺中证1000指数量化1号=股票多头/指数增强/1000指增,量价,高频；蒙玺中证1000指数量化3号B类=股票多头/指数增强/1000指增,量价,高频；蒙玺中证1000指数量化2号B类=股票多头/指数增强/1000指增；蒙玺中证1000指数量化1号B类=股票多头/指数增强/1000指增,量价,高频",,
